"record_count","total_passengers","origin_airport_id","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR"
10,16,12068,"Hamilton, OH","OH"
10,10,11803,"Wickenburg, AZ","AZ"
10,0,11440,"Douglas, AZ","AZ"
10,0,16286,"Zaragoza, Spain",""
10,45,10035,"Driftwood Bay, AK","AK"
10,0,10454,"Wapakoneta, OH","OH"
10,0,14774,"Subic Bay, Philippines",""
10,155,15244,"Turku, Finland",""
10,153,15283,"Tainan, Taiwan",""
10,3,15676,"Marvel Creek Mine, AK","AK"
10,6,16581,"Gold King 2, AK","AK"
10,0,15941,"Aztec, NM","NM"
10,42,13722,"Mactan Island, Philippines",""
10,91,12136,"Hillsboro, OR","OR"
10,0,15622,"Cartersville, GA","GA"
10,2963,13592,"Manzanillo, Cuba",""
10,796,14220,"Puerto Penasco, Mexico",""
10,174,11016,"Chiclayo, Peru",""
9,0,11667,"Fergus Falls, MN","MN"
9,7,10041,"Ayakulik River, AK","AK"
9,0,14990,"Santa Cruz, Bolivia",""
9,1224,10974,"Campo Grande, Brazil",""
9,0,10094,"Aglaq, AK","AK"
9,33,14212,"Poughkeepsie, NY","NY"
9,2182,12895,"Leeds/Bradford, United Kingdom",""
9,2210,10147,"Aberdeen, United Kingdom",""
9,721,11138,"Luzon Island, Philippines",""
9,15,16454,"Hamilton, NY","NY"
9,161,11490,"Edwards, CA","CA"
9,8,15680,"Frazer Lake, AK","AK"
9,20,16441,"Plainville, CT","CT"
9,351,13524,"Maturin, Venezuela",""
9,0,11652,"Colorado Springs, CO","CO"
9,8,16343,"Lancaster Cove, AK","AK"
9,773,13611,"Naberevnye Chelny, Russia",""
9,5,10481,"Buenos Aires, Costa Rica",""
9,34,13599,"North Adams, MA","MA"
9,561,15548,"Leesburg, VA","VA"
9,0,14068,"Bayan Lepas, Malaysia",""
9,9,12076,"Hanus Bay, AK","AK"
9,576,13259,"Mesquite, NV","NV"
9,0,13400,"Miyakojima, Japan",""
9,16,10965,"Cleveland, OH","OH"
9,0,15165,"Toledo, OH","OH"
9,3931,15371,"Tumut, Australia",""
9,182,14296,"Prudhoe Bay, AK","AK"
9,63,16542,"Walterboro, SC","SC"
9,464,11607,"Evenes, Norway",""
9,962,13703,"Nuevo Laredo, Mexico",""
9,301,14160,"Pembina, ND","ND"
9,660,14706,"Beaufort, SC","SC"
9,558,16157,"Digby Island, Canada","BC"
9,0,11514,"East Hartford, CT","CT"
9,279,14785,"Springfield, OH","OH"
9,47,12474,"Jefferson City, MO","MO"
9,74,10887,"Cochabamba, Bolivia",""
9,0,16361,"Zanesville, OH","OH"
9,0,11044,"Coalinga, CA","CA"
9,0,13932,"Paramaribo, Suriname",""
9,30,13152,"Edgartown, MA","MA"
9,78,11755,"Volcano Bay, AK","AK"
9,311,13138,"Lyneham, United Kingdom",""
9,310,16214,"Timmins, Canada","ON"
9,177,13193,"Mackinac Island, MI","MI"
9,12,14447,"Racine, WI","WI"
9,1863,14922,"Salinas/Monterey, CA","CA"
8,1224,15095,"Shonai, Japan",""
8,479,14810,"Shelton, WA","WA"
8,52,11506,"Eagle Pass, TX","TX"
8,358,11335,"Del Rio, TX","TX"
8,0,15466,"Ulyanovsk, Russia",""
8,12,14413,"Nimiuk Point, AK","AK"
8,0,10947,"Crestview, FL","FL"
8,0,12260,"Shenandoah, IA","IA"
8,2997,15860,"West End, The Bahamas",""
8,4,14430,"Peachtree City, GA","GA"
8,13,14077,"Port Frederick, AK","AK"
8,20,12388,"Orlando, FL","FL"
8,0,13010,"Lakenheath, United Kingdom",""
8,129,11896,"Togiak Fish, AK","AK"
8,3953,10579,"Bergen, Norway",""
8,0,13926,"Gleneden, OR","OR"
8,5330,14337,"Puerto Ordaz, Venezuela",""
8,25,11359,"Dalton, GA","GA"
8,10,11627,"Murrieta/Temecula, CA","CA"
8,0,14764,"Spokane, WA","WA"
8,704,16170,"Lethbridge, Canada","AB"
8,821,16260,"Penticton, Canada","BC"
8,4382,10144,"Abuja, Nigeria",""
8,2091,11781,"Shizuoka, Japan",""
8,328,14166,"Palma Mallorca, Spain",""
8,21,11883,"Georgetown, DE","DE"
8,35,16478,"Lebel-sur-Quevillon, Canada","QC"
8,47,15659,"Parker, AZ","AZ"
8,53,14318,"Oklahoma City, OK","OK"
8,0,15972,"Hurricane, UT","UT"
8,22,10033,"Alpine, AK","AK"
8,0,14161,"Puerto Montt, Chile",""
8,7,16428,"Marble Canyon, AZ","AZ"
8,825,11355,"Dallas/Fort Worth, TX","TX"
8,1001,14565,"San Antonio, TX","TX"
8,0,14424,"Woodlake, CA","CA"
8,0,12378,"Sturgis, MI","MI"
8,9,12460,"Olathe, KS","KS"
8,574,16175,"Grande Prairie, Canada","AB"
8,34,16540,"Belfast, ME","ME"
8,0,15918,"Marmande, France",""
8,701,13780,"Willow Grove, PA","PA"
8,1252,12438,"Izumo, Japan",""
8,0,12836,"Gunsan, South Korea",""
8,21,10010,"Hudson, NY","NY"
7,13,12154,"Hollister, CA","CA"
7,244,15053,"Stavanger, Norway",""
7,23,12476,"Jersey, United Kingdom",""
7,6,15952,"Oliktok, AK","AK"
7,0,14283,"Porterville, CA","CA"
7,4,10811,"Bartlesville, OK","OK"
7,0,11527,"Bessemer, AL","AL"
7,203,15988,"Asbestos Hill, Canada","QC"
7,21,13083,"Lost River, AK","AK"
7,0,15195,"Tullahoma, TN","TN"
7,140,10958,"Clifton, AZ","AZ"
7,35,13321,"Millville, NJ","NJ"
7,39,10538,"Bandon, OR","OR"
7,0,13554,"Maxton, NC","NC"
7,377,14453,"Marrakech, Morocco",""
7,6,15850,"San Juan, AK","AK"
7,8,15681,"Afognak Straits, AK","AK"
7,2,13011,"Lulea, Sweden",""
7,533,11418,"Finningley, United Kingdom",""
7,269,10375,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha",""
7,0,14464,"Ugashik, AK","AK"
7,0,11323,"Jambi, Indonesia",""
7,24,13008,"Lake Placid, NY","NY"
7,0,12863,"Madisonville, KY","KY"
7,26,10256,"Almaty, Kazakhstan",""
7,101,14800,"Nakashibetsu, Japan",""
7,28,13860,"Olbia, Italy",""
7,79,13122,"Lawrence, KS","KS"
7,10,12817,"Kitale, Kenya",""
7,50,13480,"Mesa, AZ","AZ"
7,30,15822,"Peard Bay, AK","AK"
7,2888,12105,"Santo Domingo, Dominican Republic",""
7,0,12336,"Auburn, IN","IN"
6,3196,11847,"Guantanamo, Cuba",""
6,0,16456,"Jebel Ali, United Arab Emirates",""
6,0,13429,"Mount Pleasant, MI","MI"
6,1071,15354,"Tottori, Japan",""
6,6,15547,"Marion/Wytheville, VA","VA"
6,9,12599,"Bennington, VT","VT"
6,1557,13515,"Masada, Israel",""
6,33,13958,"Columbus, OH","OH"
6,1,13915,"Port Alsworth, AK","AK"
6,5,11223,"Cat Cay, The Bahamas",""
6,234,10474,"Marysville, CA","CA"
6,0,13937,"Oran, Algeria",""
6,10,16498,"Skaneateles, NY","NY"
6,6,12861,"Mount Sterling, KY","KY"
6,0,16139,"Yantai, China",""
6,4,10054,"Kogru River, AK","AK"
6,284,15318,"Trondheim, Norway",""
6,1075,15000,"Seoul, South Korea",""
6,0,11851,"Guwahati, India",""
6,8,12624,"Klag Bay, AK","AK"
6,0,10075,"Taylor Mountain Mine, AK","AK"
6,33,16080,"Harrington Harbour, Canada","QC"
6,0,11192,"Courchevel, France",""
6,710,11698,"Florianopolis, Brazil",""
6,0,10628,"Bria, Central African Republic",""
6,424,16580,"Qugruc, AK","AK"
6,325,16256,"North Bay, Canada","ON"
6,13,11402,"Haines, AK","AK"
6,101,14185,"Phnom Penh, Cambodia",""
6,5,14927,"Sidney, NE","NE"
6,195,16279,"Sept-Iles, Canada","QC"
6,197,11709,"Falmouth, MA","MA"
6,1411,13213,"Maceio, Brazil",""
6,17,12070,"Harrisburg, PA","PA"
6,25,12914,"A Coruna, Spain",""
6,714,16060,"Yonago, Japan",""
6,0,10729,"Baler, Philippines",""
6,257,15106,"Salzburg, Austria",""
6,1224,13447,"McPherson, KS","KS"
6,1310,10550,"Brest, France",""
6,9,10591,"Belfast, United Kingdom",""
6,0,11840,"Gadsden, AL","AL"
6,2,13786,"Nykoping, Sweden",""
6,0,11870,"Greeneville, TN","TN"
6,30,12344,"Innsbruck, Austria",""
6,26,16328,"Tahsis, Canada","BC"
6,90,10428,"Aviano, Italy",""
6,35,10916,"Chub Cay, The Bahamas",""
6,0,10302,"Antofagasta, Chile",""
6,1302,13384,"Memanbetsu, Japan",""
6,12,10082,"Cold Bay, AK","AK"
6,21,11213,"Chitina, AK","AK"
6,163,13671,"Patuxent River, MD","MD"
6,5,12306,"Chicago/Romeoville, IL","IL"
6,25,16543,"Northampton, MA","MA"
6,234,13656,"Fallon, NV","NV"
6,179,16443,"Cabo San Lucas, Mexico",""
6,222,16269,"Kapuskasing, Canada","ON"
6,43,16061,"Kingston, Canada","ON"
6,0,12701,"Krasnojarsk, Russia",""
6,29,10678,"Stockholm, Sweden",""
6,687,11557,"Enid, OK","OK"
6,183,13097,"Altus, OK","OK"
6,31,10219,"Amchitka Island, AK","AK"
6,0,12859,"Danville, KY","KY"
6,31,14400,"Mansfield, MA","MA"
6,167,10106,"Bradley Lake Project, AK","AK"
6,18,12587,"Portland, TN","TN"
6,0,13928,"Orebro, Sweden",""
6,130,12236,"Hutchinson, KS","KS"
6,19,14044,"Princeton, NJ","NJ"
6,1,11526,"Elizabethtown, KY","KY"
6,185,12347,"Indian Springs, NV","NV"
6,1583,15428,"Ube, Japan",""
6,0,13620,"Smithfield, NC","NC"
6,0,15973,"Lakeport, CA","CA"
5,0,13385,"Ciudad Mante, Mexico",""
5,0,11657,"Frederick, OK","OK"
5,14,15529,"Fitchburg, MA","MA"
5,18,14735,"Sundsvall, Sweden",""
5,0,11373,"Dos Lagunas, Guatemala",""
5,0,12096,"Hat Yai, Thailand",""
5,0,16505,"Fairbanks, AK","AK"
5,4655,10280,"Ahmedabad, India",""
5,0,10107,"Barrow, AK","AK"
5,307,10463,"Grand Canyon, AZ","AZ"
5,2,10030,"Port Vita, AK","AK"
5,0,15214,"Tripoli, Libya",""
5,0,16220,"Hall Beach, Canada","NT"
5,24,10504,"Blue Bell, PA","PA"
5,21,12837,"Kugururok River, AK","AK"
5,0,15877,"Watsonville, CA","CA"
5,19,13458,"Mustique, Saint Vincent and the Grenadines",""
5,1,13912,"Telaquana Lake, AK","AK"
5,5,13621,"Shelby, NC","NC"
5,22,11158,"Cape Sabine, AK","AK"
5,0,13445,"Mount Pleasant, Falkland Islands (Islas Malvinas)",""
5,208,16409,"Marquette, MI","MI"
5,0,10166,"Adelaide, Australia",""
5,9,14003,"Paderborn, Germany",""
5,265,15995,"Attawapiskat, Canada","ON"
5,19,11486,"Edenton, NC","NC"
5,43,15675,"Peru, IL","IL"
5,324,11037,"Conakry, Guinea",""
5,1591,13205,"Macapa, Brazil",""
5,2,12233,"Houma, LA","LA"
5,0,11162,"Cut Bank, MT","MT"
5,13,11674,"Fire Cove, AK","AK"
5,40,10427,"Aurora, IL","IL"
5,3803,13170,"Manus Island, Papua New Guinea",""
5,4,15939,"Jerome, ID","ID"
5,0,12305,"Rantoul, IL","IL"
5,0,15040,"Sumter, SC","SC"
5,23,10746,"Berne, Switzerland",""
5,904,12710,"Kitakyushu, Japan",""
5,177,13397,"Columbia, SC","SC"
5,0,12338,"Yinchuan, China",""
5,6,15631,"Verona, Italy",""
5,2,11669,"Frankfort, KY","KY"
5,0,15705,"Medical Lake, WA","WA"
5,25,12322,"Willmar, MN","MN"
5,17,16503,"Islesboro, ME","ME"
5,6,13588,"Marakei, Kiribati",""
5,0,15522,"Kiev, Ukraine",""
5,17,16341,"Coal Bay, AK","AK"
5,59,10149,"Bellaire, MI","MI"
5,11,13685,"Berlin, NJ","NJ"
5,12,13338,"Toms River, NJ","NJ"
5,0,14435,"San Marcos, TX","TX"
5,14,10406,"Attu, AK","AK"
5,0,10109,"Barrow, AK","AK"
5,223,14896,"Stella Maris, The Bahamas",""
5,10,13923,"Sivinuvik, AK","AK"
5,0,15511,"Uvalde, TX","TX"
5,0,15270,"Lebanon, TN","TN"
5,45,14673,"Safford, AZ","AZ"
5,6,10730,"London, United Kingdom",""
5,273,16198,"Summerside, Canada","PE"
5,19,14778,"Smithfield, RI","RI"
5,16,13802,"Oberpfaffenhofen, Germany",""
5,0,14657,"Rawlins, WY","WY"
5,19,11773,"Fryeburg, ME","ME"
5,0,10159,"Adana, Turkey",""
5,16,15835,"David River, AK","AK"
5,0,10881,"New Bight, The Bahamas",""
5,15,15678,"Mush Bay, AK","AK"
5,2,10027,"Whitebear, AK","AK"
5,9,15440,"Waukesha, WI","WI"
5,5,13965,"Ottumwa, IA","IA"
5,0,15127,"Qingdao, China",""
5,0,11478,"East Tawas, MI","MI"
5,1,10097,"Denali, AK","AK"
5,11,11862,"Great Barrington, MA","MA"
4,13994,11156,"Cassilandia, Brazil",""
4,54,10824,"Bandar Seri Begawan, Brunei",""
4,0,16509,"Sevierville, TN","TN"
4,0,11004,"Craig, CO","CO"
4,202,13443,"Montpellier, France",""
4,6,13901,"McDonald Lake, AK","AK"
4,143,16501,"Madison, CT","CT"
4,67,15280,"Tangier, Morocco",""
4,47,16172,"Comox, Canada","BC"
4,0,11387,"Springfield, TN","TN"
4,0,14053,"Piedras Negras, Mexico",""
4,4,11133,"Cartago, Colombia",""
4,435,13390,"Matsumoto, Japan",""
4,108,15477,"Union Island, Saint Vincent and the Grenadines",""
4,23,16295,"Bella Bella, Canada","BC"
4,0,14567,"Rangely, CO","CO"
4,325,10894,"Columbus, MS","MS"
4,2,10952,"Cabo Frio, Brazil",""
4,334,11616,"Newton, KS","KS"
4,1580,12978,"Limbunya, Australia",""
4,401,12302,"Iguacu Falls, Brazil",""
4,241,10267,"Alton, IL","IL"
4,14,13781,"Kingston, NY","NY"
4,7,15235,"Tokeen, AK","AK"
4,5,11261,"Danville, VA","VA"
4,132,13702,"Lemoore, CA","CA"
4,0,15525,"Petaluma, CA","CA"
4,23,10927,"Caldwell, NJ","NJ"
4,92,16103,"Yakutsk, Russia",""
4,13,14463,"Rabat, Morocco",""
4,23,14670,"Saratoga, WY","WY"
4,0,12824,"Katowice, Poland",""
4,7,11142,"Ceres, Argentina",""
4,8,15467,"Umnak, AK","AK"
4,380,13164,"Matamoros, Mexico",""
4,580,11714,"Fort Myers, FL","FL"
4,0,10715,"Brookings, OR","OR"
4,2,11321,"Divo, Cote d'Ivoire",""
4,3,11993,"Gothenburg, Sweden",""
4,0,15344,"Tehachapi, CA","CA"
4,882,14395,"Kona Village, HI","HI"
4,601,13020,"Lossiemouth, United Kingdom",""
4,156,11254,"Danang, Vietnam",""
4,247,14803,"Shenyang, China",""
4,258,16264,"Lynn Lake, Canada","MB"
4,2,13916,"Twin Lakes, AK","AK"
4,112,15596,"El Vigia, Venezuela",""
4,0,15272,"Lewisburg, TN","TN"
4,387,11636,"Faro, Portugal",""
4,266,15009,"Santo Domingo, Venezuela",""
4,3,10080,"Viekoda Bay, AK","AK"
4,0,12317,"Ankeny, IA","IA"
4,15,10886,"Corner Bay, AK","AK"
4,0,12862,"Henderson, KY","KY"
4,14,15351,"Troutdale, OR","OR"
4,0,10108,"Barrow, AK","AK"
4,57,10464,"Williams, AZ","AZ"
4,0,14807,"Sharjah, United Arab Emirates",""
4,75,12283,"Independence, KS","KS"
4,3,12183,"Holikachuk, AK","AK"
4,7,11034,"Cordova, AK","AK"
4,1,13201,"McKinley Park, AK","AK"
4,4,11811,"Aurora, OR","OR"
4,13,15879,"Augusta/Waterville, ME","ME"
4,59,11371,"Deauville, France",""
4,0,16336,"Gasquet, CA","CA"
4,205,10354,"Arica, Chile",""
4,278,15308,"Tonopah, NV","NV"
4,0,16094,"Johnny Mountain, Canada","BC"
4,6,15254,"Toulon/Hyeres, France",""
4,0,15158,"Tacna, Peru",""
4,11,10650,"Bamako, Mali",""
4,10,13935,"Cork, Ireland",""
4,9,12920,"London, United Kingdom",""
4,0,13834,"Bellefontaine, OH","OH"
4,0,11614,"Evreux, France",""
4,82,14749,"San Diego, CA","CA"
4,0,10261,"Algiers, Algeria",""
4,0,15917,"Xiamen, China",""
4,15,10818,"Braunschweig, Germany",""
4,965,13778,"Norwich, United Kingdom",""
4,3,14279,"Pleasant Harbour, AK","AK"
4,134,12549,"Kapolei, HI","HI"
4,0,11414,"Dresden, Germany",""
4,0,15273,"Pulaski, TN","TN"
4,1,10052,"Ptarmigan Lake, AK","AK"
4,300,12948,"Lufkin, TX","TX"
4,0,11363,"Danville, IL","IL"
4,122,16422,"Gulf Shores, AL","AL"
4,102,12153,"Wheeling, WV","WV"
4,245,13439,"Miami, FL","FL"
4,0,15372,"Tunis, Tunisia",""
4,0,13794,"Bagram, Afghanistan",""
4,0,13103,"Lugano, Switzerland",""
4,135,14988,"Salisbury, NC","NC"
4,339,15923,"Comayagua, Honduras",""
4,3,15546,"Chesapeake, VA","VA"
4,0,10064,"Wien Lake, AK","AK"
4,0,14617,"Comanche, TX","TX"
4,451,16223,"Bonaventure, Canada","QC"
4,867,12115,"Hangzhou, China",""
4,8,10971,"Zhengzhou, China",""
4,181,11978,"Greenwood, SC","SC"
4,0,13235,"Mendoza, Argentina",""
4,432,10962,"Cuiaba, Brazil",""
4,0,15859,"New York, NY","NY"
4,927,13448,"Mount Pleasant, TX","TX"
4,0,15950,"Iwakuni, Japan",""
4,13,14089,"Pagosa Springs, CO","CO"
4,0,15299,"Torrington, WY","WY"
4,146,14639,"Rotterdam, Netherlands",""
4,0,10641,"Baker, OR","OR"
4,1163,10461,"Antalya, Turkey",""
4,190,13653,"Sam Neua, Laos",""
4,0,15274,"Lexington, TN","TN"
4,0,11942,"Glasgow, KY","KY"
4,12,10061,"Port Hobron, AK","AK"
4,570,16266,"Churchill, Canada","MB"
4,376,14837,"St. Johns, AZ","AZ"
4,95,16168,"Yarmouth, Canada","NS"
4,25,11377,"Dugway, UT","UT"
4,41,13354,"Mankato, MN","MN"
4,0,13240,"Medina, Saudi Arabia",""
4,12,11165,"Coatesville, PA","PA"
3,3,12085,"Big Spring, TX","TX"
3,0,11349,"Sedalia, MO","MO"
3,2,14998,"Santa Rosalia, Colombia",""
3,487,16408,"Tokyo, Japan",""
3,0,12212,"Hastings, NE","NE"
3,86,11141,"Caravelas, Brazil",""
3,25,14557,"Stafford, VA","VA"
3,20,15042,"Sunriver, OR","OR"
3,10,16363,"Fernandina Beach, FL","FL"
3,0,13217,"Midland/Odessa, TX","TX"
3,1,16490,"Bear Fish Camp, AK","AK"
3,15,13535,"Morrisville, VT","VT"
3,0,12969,"Lahore, Pakistan",""
3,0,12293,"Inagua, The Bahamas",""
3,122,12351,"Winslow, AZ","AZ"
3,0,15433,"Union City, TN","TN"
3,215,16164,"The Pas, Canada","MB"
3,17,13570,"San Diego, CA","CA"
3,6,16524,"Petersburg, WV","WV"
3,15,12702,"Kortrijk, Belgium",""
3,0,10680,"Brigham City, UT","UT"
3,11,16429,"Middlebury, VT","VT"
3,71,12232,"Houlton, ME","ME"
3,3,14944,"Spartanburg, SC","SC"
3,90,15421,"Narsarsuaq, Greenland",""
3,54,11161,"Catania, Italy",""
3,0,13123,"Lawrenceburg, TN","TN"
3,0,14024,"Pine Bluff, AR","AR"
3,0,14867,"Salta, Argentina",""
3,21,12872,"Kazan, Russia",""
3,0,13098,"Lotusvale, Australia",""
3,349,14116,"Pine Mountain, GA","GA"
3,126,15142,"Tbilisi, Georgia",""
3,0,13593,"Mazar-I-Sherif, Afghanistan",""
3,21,14751,"Selinsgrove, PA","PA"
3,8,14806,"Shimojishima, Japan",""
3,22,11747,"Karta Lake, AK","AK"
3,0,16472,"Independence Creek, AK","AK"
3,156,10736,"Parana, Brazil",""
3,211,12952,"Lome, Togo",""
3,435,10674,"Bangalore, India",""
3,7,12337,"Indianapolis, IN","IN"
3,8,11739,"Davidson Creek, AK","AK"
3,515,14789,"Ho Chi Minh City, Vietnam",""
3,14,16146,"Oshawa, Canada","ON"
3,0,10825,"Blaine, WA","WA"
3,0,14087,"Pascagoula, MS","MS"
3,9,10344,"Girdwood, AK","AK"
3,4,12812,"Sandy River, AK","AK"
3,0,11201,"Coventry, United Kingdom",""
3,137,15930,"Tonopah, NV","NV"
3,0,16364,"Panama City, Panama",""
3,0,10258,"Alicante, Spain",""
3,0,12645,"Kandahar, Afghanistan",""
3,21,11939,"Galveston, TX","TX"
3,1,10196,"Agadir, Morocco",""
3,7,16525,"West Chester, PA","PA"
3,10,10436,"Tucson, AZ","AZ"
3,172,14507,"Resistencia, Argentina",""
3,148,11970,"Guapi, Colombia",""
3,629,13617,"Glenview, IL","IL"
3,32,15625,"Valparaiso, IN","IN"
3,3,12509,"Cooper Lodge, AK","AK"
3,0,13316,"Omaha, NE","NE"
3,0,12210,"Shaoguan, China",""
3,21,16455,"Demopolis, AL","AL"
3,0,10756,"Bardstown, KY","KY"
3,1536,13160,"Mahon, Spain",""
3,1628,14630,"Ruston, LA","LA"
3,10,10945,"Clemson, SC","SC"
3,0,15276,"Winchester, TN","TN"
3,3,10063,"Big Bay, AK","AK"
3,0,13870,"Olive Branch, MS","MS"
3,0,15665,"Americus, GA","GA"
3,1310,11876,"Gdansk, Poland",""
3,13,16221,"Rouyn-Noranda, Canada","QC"
3,552,15118,"Taegu, South Korea",""
3,124,12840,"Kavala, Greece",""
3,648,15196,"Teresina, Brazil",""
3,501,12540,"Joao Pessoa, Brazil",""
3,5,15388,"Taylor, AK","AK"
3,117,11117,"Campeche, Mexico",""
3,22,16572,"Searchlight, NV","NV"
3,128,14099,"Pinheiro, Brazil",""
3,0,15265,"Tampere, Finland",""
3,12,11452,"Davis/Woodland/Winters, CA","CA"
3,11,14874,"Chandler, AZ","AZ"
3,1384,13326,"Mejit Island, Marshall Islands",""
3,15,11060,"Cunnamulla, Australia",""
3,6,10345,"Russellville, AR","AR"
3,445,13108,"Lusaka, Zambia",""
3,19,11621,"George Town, The Bahamas",""
3,136,16188,"Sudbury, Canada","ON"
3,0,12605,"Russellville, KY","KY"
3,96,16241,"Edmonton, Canada","AB"
3,0,15831,"Poplar, MT","MT"
3,7,14545,"Reykjavik, Iceland",""
3,0,10105,"Omolik Lagoon, AK","AK"
3,61,13023,"Louisville, MS","MS"
3,2,11538,"Ellensburg, WA","WA"
3,0,14836,"Sao Jose Dos Campos, Brazil",""
3,0,12834,"Kaunas, Lithuania",""
3,74,15011,"Starkville, MS","MS"
3,105,16019,"Miramichi, Canada","NB"
3,0,16508,"Squaw Lake, AK","AK"
3,71,10992,"Chania, Greece",""
3,154,16180,"Quesnel, Canada","BC"
3,0,13595,"Marion, IN","IN"
3,0,13161,"Mangochi, Malawi",""
3,1049,11265,"David, Panama",""
3,1419,16236,"Williams Lake, Canada","BC"
3,0,15669,"Hondo, TX","TX"
3,0,15399,"Post, TX","TX"
3,0,14954,"Spangdahlem, Germany",""
3,649,15119,"Oran, Algeria",""
3,36,15197,"Berlin, Germany",""
3,0,13346,"Makoua, Congo (Brazaville)",""
3,372,14501,"Reykjavik, Iceland",""
3,0,14123,"Piura, Peru",""
3,80,10176,"Aleneva, AK","AK"
3,403,12829,"Kushiro, Japan",""
3,4,10086,"McKinley Park, AK","AK"
3,17,15498,"Heber, UT","UT"
3,0,10168,"Andes, Colombia",""
3,12,11496,"Newport, VT","VT"
3,105,13665,"Corpus Christi, TX","TX"
3,0,13368,"Malta, MT","MT"
3,43,16276,"Sarnia, Canada","ON"
3,5,15141,"Statesboro, GA","GA"
3,2,10988,"Chimbote, Peru",""
3,98,16074,"Dryden, Canada","ON"
3,5,15232,"Truckee, CA","CA"
3,0,13209,"Montlucon, France",""
3,8,16479,"Montague, MA","MA"
3,0,14961,"Split, Croatia",""
3,20,16056,"Gillies Bay, Canada","BC"
3,4,14347,"Lyndonville, VT","VT"
3,1,13009,"Lakeview, OR","OR"
3,0,10440,"West Memphis, AR","AR"
3,12,13469,"Marco Island, FL","FL"
3,1523,13630,"North Kingstown, RI","RI"
3,0,11745,"Flora, IL","IL"
3,0,14947,"Saidpur, Bangladesh",""
3,22,16102,"Yankton, SD","SD"
3,0,12031,"Greenville, TX","TX"
2,0,11449,"Davao, Philippines",""
2,0,10352,"Walnut Ridge, AR","AR"
2,10,10173,"St Andrews, United Kingdom",""
2,5,12516,"Mikonos Island, Greece",""
2,3,16558,"Hammond, LA","LA"
2,2,15944,"Port Orchard, WA","WA"
2,1322,10125,"Aalborg, Denmark",""
2,0,11436,"Duncan, OK","OK"
2,0,10340,"Aqaba, Jordan",""
2,0,13372,"Milos, Greece",""
2,2,16546,"Collingwood, Canada","ON"
2,0,14966,"Sterling/Rockfalls, IL","IL"
2,0,13971,"Ouagadougou, Burkina Faso",""
2,75,16062,"La Grande, Canada","QC"
2,7,12574,"Nashville, TN","TN"
2,85,16224,"Lac La Ronge, Canada","SK"
2,10,16131,"Gatineau, Canada","QC"
2,0,12908,"Libreville, Gabon",""
2,0,11304,"Dhahran, Saudi Arabia",""
2,4,10058,"Lake Florence, AK","AK"
2,7,11174,"Cortland, NY","NY"
2,0,11979,"Tacoma, WA","WA"
2,8,15882,"Cape May, NJ","NJ"
2,372,16116,"Mayo, Canada","YT"
2,2,15393,"Mesquite, TX","TX"
2,0,10567,"Bedford, IN","IN"
2,17,11078,"Coonamble, Australia",""
2,233,16255,"Wawa, Canada","ON"
2,6,15639,"Albemarle, NC","NC"
2,5,11358,"Augusta, GA","GA"
2,0,11858,"Galesburg, IL","IL"
2,7,14198,"La Verne, CA","CA"
2,514,13616,"Nairobi, Kenya",""
2,1,14781,"Sonderborg, Denmark",""
2,10,15781,"Labouchere Bay, AK","AK"
2,3,12925,"Linden, NJ","NJ"
2,1,11774,"Figari, France",""
2,3,11342,"The Dalles, OR","OR"
2,0,14007,"Hanapepe, HI","HI"
2,1,11207,"Clinton, IA","IA"
2,924,14763,"San Fernando, Venezuela",""
2,0,13790,"South Weymouth, MA","MA"
2,7583,12209,"Harrogate, United Kingdom",""
2,1,11904,"Georgetown, SC","SC"
2,18,10038,"Nugget Creek, AK","AK"
2,89,10718,"Bodo, Norway",""
2,0,10582,"Big Spring, TX","TX"
2,7,13836,"Marysville, OH","OH"
2,0,13720,"Nogales, Mexico",""
2,0,12461,"Julia Creek, Australia",""
2,0,10404,"Artesia, NM","NM"
2,134,15348,"Townsville, Australia",""
2,0,14403,"Rio Negrinho, Brazil",""
2,185,11665,"Fez, Morocco",""
2,0,15539,"Circle, MT","MT"
2,0,16355,"Paradise, CA","CA"
2,3,10942,"Cannes, France",""
2,0,15409,"Taiyuan, China",""
2,0,13827,"Ogallala, NE","NE"
2,0,10526,"Bird Island, Seychelles",""
2,1,14962,"Spencer, IA","IA"
2,107,15128,"Tapachula, Mexico",""
2,5,13251,"Minden, NV","NV"
2,75,11479,"Elizabeth City, NC","NC"
2,0,10388,"Ashland, WI","WI"
2,0,13869,"Columbus, NE","NE"
2,6,10254,"Alabaster, AL","AL"
2,2,10098,"Big River, AK","AK"
2,0,10018,"Shell Lake, AK","AK"
2,0,11417,"Darwin, Australia",""
2,635,11167,"Chetumal, Mexico",""
2,5,15649,"Hanford, CA","CA"
2,167,12996,"Limestone, ME","ME"
2,0,16335,"Albuquerque, NM","NM"
2,234,12032,"Grandview, MO","MO"
2,0,11406,"Platinum, AK","AK"
2,0,15975,"Mariposa, CA","CA"
2,20,12392,"Manistique, MI","MI"
2,4,16021,"Colville Lake, Canada","NT"
2,5,13839,"Kent, OH","OH"
2,0,11960,"Goma, Congo (Kinshasa)",""
2,6,16510,"Beaufort, NC","NC"
2,3,14015,"Paros, Greece",""
2,37,16195,"Marathon, Canada","ON"
2,23,10294,"Ames, IA","IA"
